P2chk-mme	mme	128	0	128	none	0.5	MME	1752.57	2374/2374	topk	128.0	0.5	0.0	0.0
P2chk-mmb	mmbench	128	0	128	none	0.5	Acc	72.13	4377/4377	topk	-	-	-	-
