B-mme-visp-64	mme	64	0	64	none	0.5	MME	1656.43	2374/2374	topk	64.0	0.5	0.0	0.0
B-mme-oS-64	mme	64	1	128	simple_avg	0.5	MME	1702.18	2374/2374	topk	128.0	0.5	0.0	0.0
B-mme-oW-64	mme	64	1	128	weighted_avg	0.5	MME	1698.11	2374/2374	topk	128.0	0.5	0.0	0.0
B-mme-visp-128	mme	128	0	128	none	0.5	MME	1773.19	2374/2374	topk	128.0	0.5	0.0	0.0
B-mme-oS-128	mme	128	1	256	simple_avg	0.5	MME	1737.90	2374/2374	topk	256.0	0.5	0.0	0.0
B-mme-oW-128	mme	128	1	256	weighted_avg	0.5	MME	1736.69	2374/2374	topk	256.0	0.5	0.0	0.0
B-mmb-visp-32	mmbench	32	0	32	none	0.5	Acc	68.27	4377/4377	topk	32.0	0.5	0.0	0.0
B-mmb-oS-32	mmbench	32	1	64	simple_avg	0.5	Acc	69.09	4377/4377	topk	64.0	0.5	0.0	0.0
B-mmb-oW-32	mmbench	32	1	64	weighted_avg	0.5	Acc	69.43	4377/4377	topk	64.0	0.5	0.0	0.0
B-mmb-visp-64	mmbench	64	0	64	none	0.5	Acc	70.03	4377/4377	topk	64.0	0.5	0.0	0.0
B-mmb-oS-64	mmbench	64	1	128	simple_avg	0.5	Acc	71.01	4377/4377	topk	128.0	0.5	0.0	0.0
B-mmb-oW-64	mmbench	64	1	128	weighted_avg	0.5	Acc	71.19	4377/4377	topk	128.0	0.5	0.0	0.0
B-mmb-visp-128	mmbench	128	0	128	none	0.5	Acc	71.94	4377/4377	topk	128.0	0.5	0.0	0.0
B-mmb-oS-128	mmbench	128	1	256	simple_avg	0.5	Acc	72.38	4377/4377	topk	256.0	0.5	0.0	0.0
B-mmb-oW-128	mmbench	128	1	256	weighted_avg	0.5	Acc	72.24	4377/4377	topk	256.0	0.5	0.0	0.0
